"","ALL","1","2","3","1+3"
"Sigma_beforeY",3.3176734066875,3.53099711044737,-3.943041645375,5.03554905629348,4.354918414125
"Sigma_beforeX",14.4249920051057,11.0699646134176,23.8456343464406,13.2325884659164,12.2887534329732
"Sigma_afterY",4.37661035625,5.36405849842105,-9.2661192925,7.1198652776087,6.32557173464286
"Sigma_afterX",26.579213480432,20.2560071491185,44.1852848077752,24.365048956521,22.5505291681091
