"","ALL","1","2","3","1+3"
"CVaR_beforeY",0.033176734066875,0.0353099711044737,-0.03943041645375,0.0503554905629348,0.04354918414125
"CVaR_beforeX",0.320200176550625,0.208550515057895,0.62878848726,0.249816139355217,0.231582197203571
"CVaR_afterY",0.0437661035625,0.0536405849842105,-0.092661192925,0.071198652776087,0.0632557173464286
"CVaR_afterX",0.6088024545875,0.405776738557895,1.1542404012,0.503158810356522,0.460980219971429
